onset,w2v,bert
1.13,0.0,0.0
1.77,0.9693342552883266,0.2980274384279529
2.05,0.8967197579395076,0.13383456881571354
2.42,0.9669346533937103,0.07604794420618965
2.64,0.8122478396788654,0.0705069391563472
3.36,0.8134897870509654,0.08351823754356824
3.66,0.8566759365033452,0.07893258302636319
3.97,0.6111398390105859,0.06490970743020141
4.6,0.5644993357667598,0.1078103969972185
5.27,0.5543349789524216,0.1570412336514737
5.71,0.9149933285715472,0.14954016991789132
7.13,1.000489343337862,0.48228784234955313
7.38,0.854641435340558,0.20066472309341132
7.65,0.9095786920344635,0.13180254436897632
8.19,0.7826079390566724,0.11396034280467704
8.68,0.8366423608800233,0.05100550966380746
9.39,0.5845655779321554,0.048161854273578886
9.66,0.8343195174874531,0.052240175214177675
9.95,0.6735627838513585,0.05458430810292403
10.98,0.4778949130986142,0.06830199051684371
11.37,0.6297055036872395,0.07106571284031526
13.52,0.7379605081710767,0.4833483535279002
13.78,0.9377297905854425,0.27022812128180684
14.59,0.9165228741529756,0.16222085607268022
14.79,0.8103229803710621,0.13968638785405385
15.01,0.7779310858029083,0.09473816917847377
15.21,0.9238037373529291,0.0628067406254752
16.64,0.5431122265726344,0.5616031931719487
16.87,0.8131590382646575,0.07871074346534557
18.89,0.7337765920443667,0.6772983607811274
19.2,0.9017806611779215,0.16053669692843853
19.8,0.4632811781696714,0.09109914007532138
20.31,0.6574749901913581,0.13573159904681353
20.96,0.9606569231829445,0.12489826755744415
21.37,0.5153663094010154,0.10582650665917748
22.93,0.9009839001007824,0.6238915442396661
23.5,0.8941561434519797,0.19676742832615624
23.93,0.9932183721614927,0.11664515643359308
24.35,0.7488905760966842,0.08218271095021723
24.73,0.8675030808798493,0.0739138218250619
24.97,0.5903465316303707,0.07412636501439263
26.2,0.7648586997197602,0.6367381469811566
26.69,1.1185687379191216,0.43211473926556876
27.08,0.9316202311150918,0.17568665068558575
27.85,0.6948398836022215,0.1068026742448317
28.09,0.8775031563229096,0.08975663612622575
28.42,1.1056654178139904,0.08289286116421668
29.35,0.8142449313989104,0.0765406226026768
30.05,1.0007092828959634,0.0688215899873239
30.29,0.882160438905742,0.09539355045111464
31.18,0.8221269028777045,0.07675382995951696
31.87,0.8560954047874991,0.05856368219020969
33.69,0.6307621016867873,0.4255929199431371
33.93,1.0208605351539939,0.24060994328464225
34.16,1.1510828110031661,0.14853498538875143
34.79,0.8684436922744251,0.07637080394981588
35.11,0.572516480925688,0.06943194702496713
35.46,0.7996928215145718,0.04978434367800899
36.16,0.5053868680043359,0.04793521221286201
36.53,0.5988880828892802,0.05126451560367917
38.41,0.589912328768813,0.5304400924460488
38.74,0.7935820094198756,0.7292879010489614
39.41,0.8600369091947376,0.22580957651370337
39.59,0.7167946203405717,0.12105077496573302
39.83,0.8674545937287425,0.09230398597157796
40.08,0.8437048171043852,0.09292923296116173
40.52,0.8333403385003841,0.0910864561405299
40.83,0.7467979930511546,0.1772782410809517
41.47,0.751750603937905,0.11787308205836211
41.99,0.6836245138215256,0.1284416223480913
42.25,0.8146457784301857,0.1369228668590522
42.89,0.8546125932075251,0.11855125303638081
43.18,0.6651005354345465,0.12463822657660095
44.7,0.6567154026258237,0.5760389055954657
45.81,1.0226460678051241,0.4225925508670225
46.03,0.7957622480306794,0.18335155693070715
46.28,0.9970272436862208,0.08498323739351543
46.51,0.9484874285511363,0.07308835303460326
47.57,0.825602461891217,0.6479626016665954
47.8,0.9217685319699067,0.47681778459142166
49.94,0.8583673773365987,0.6800067357774652
50.38,0.8479014988900989,0.21470884196959994
50.95,0.6447217285836844,0.13433772593953264
51.24,0.9517131994450222,0.0950625271603519
51.66,0.9237009113660044,0.0658389339414891
52.36,0.7890194731032558,0.046978860813730594
53.72,0.61727838811431,0.49114042394840685
54.15,1.1013644964219036,0.21534147668542225
54.74,0.8850223047676807,0.14673946834187412
55.15,0.7628349540394597,0.12417023909973268
55.61,0.6015923728422905,0.12403283173683766
56.63,0.7246305904127134,0.10209547343373981
57.64,0.72457969414963,0.11494367688238372
59.4,0.9803424489861958,0.3673218800681336
59.63,0.845908299139599,0.1979475733353535
59.81,1.0750333567995891,0.15474053933623333
60.17,0.8299743614254531,0.10364993923069343
60.96,0.9501751810961352,0.06421773777945416
61.23,0.9362982573086565,0.056180122075142114
61.8,0.7778722370321234,0.05063996460615561
62.03,0.6417480997892951,0.0386507885173335
62.53,0.8341746208049065,0.0295121475080109
64.56,0.6762960868078803,0.43793665191646036
64.95,0.8293449097436727,0.17382961151103404
65.27,0.9323304788115104,0.09786529764505758
65.89,0.878066855152964,0.06973085801664214
66.33,0.6826602231372167,0.06160430799806671
66.96,0.767228900413167,0.05358646042932391
67.41,0.6224381125582245,0.040281887717846354
68.73,0.8422591384244553,0.27290391108855383
68.92,0.8985015393203445,0.18155798531181833
69.24,0.7582796266384776,0.17115058815507533
70.05,0.7263221562851249,0.11010712030511827
70.56,0.8683862277041782,0.1284199154556369
70.9,0.6168733868549401,0.11455192468231601
71.24,0.8304630582032466,0.08781796932175034
71.58,0.7540698928838815,0.08197467348765941
72.37,0.956183238171388,0.13022122939306024
72.81,0.8365204934483206,0.10509868587286175
73.32,0.8800557848928849,0.06829678930832506
73.6,0.8101523814212381,0.06419557038094326
73.89,0.7435199910764124,0.06599877713529656
75.75,0.5917116233666038,0.5388026261279789
76.47,0.8873712882333538,0.44530314106371904
76.76,0.6523230260237836,0.1468128866475994
77.01,0.8135459306714827,0.09526717556444197
77.48,0.5557196133564892,0.07280472407986727
78.16,0.47687114822788723,0.03976057090336549
78.7,0.5592003657404147,0.06741864013678733
79.49,0.491981781050678,0.0635330534157652
80.09,0.5379119732527337,0.07821160091115131
80.77,0.6688994142824961,0.15040791377436047
81.8,0.8119556146158434,0.1302942754791987
82.21,0.592433076676647,0.11636581948200031
82.6,0.7416752300844212,0.09584952700487981
84.22,0.8900521094501062,0.5720632184802636
84.4,0.8740418652551527,0.4223098761858334
84.64,1.0068448612497207,0.18382881412041807
84.82,1.165780047999476,0.08264212500650836
85.06,0.9330708262745955,0.07188740963005957
85.41,0.7116925367200838,0.15137915989766304
85.92,0.8361657056844993,0.10955560924012597
86.54,0.7442870782331432,0.1390179287129395
86.78,0.8630314926554108,0.10766889631047283
87.18,0.9394426189794954,0.0989484402697447
87.95,0.9293870404913078,0.14160260927420243
88.44,0.6568561674779062,0.13860822601447886
88.94,0.6741153740256007,0.12036294359464861
90.24,0.6585837380036845,0.32345828042822
90.76,0.9853124735307868,0.15256503204355842
91.35,0.7305767755653549,0.050265095268335225
91.7,0.7498072502767426,0.06765925064849254
92.16,0.8260416595359311,0.0650453283069895
92.61,0.6062909535352217,0.05372310955157089
93.41,0.9879535155097259,0.04265750894983311
93.9,0.3406690313398347,0.050265095268335225
94.67,0.8614029486860407,0.06860217136623237
95.2,0.694286103344426,0.05912305598457124
95.87,0.4556184801802974,0.05372310955157089
96.16,0.797367657021286,0.06095753891520883
98.07,0.8820877889024703,0.5053075642758187
98.34,1.0333658624977415,0.12852065740226915
98.71,0.9760814524599644,0.05059426439750658
99.5,0.9646238362249545,0.026434110076573036
100.73,1.0363981284618884,0.43760142537196045
102.12,1.0471125417202418,0.11858993502356197
