onset,w2v,bert
1.0,0.0,0.0
1.59,0.8258203255036685,0.17188616466091977
2.2,0.9608443210779204,0.06671291625650255
3.08,0.6060454954967064,0.02543823260957545
3.58,0.848469946982088,0.01221014738553683
5.45,1.10330982441793,0.3539818940579338
6.3,0.7507072576202778,0.08949355001404125
6.5,0.9666458559738202,0.08530789905354641
7.14,1.0298667309411076,0.0851551428064008
7.51,1.2711449592606165,0.053899864756243865
8.4,0.9962982912956094,0.062708149216398
8.69,1.0910809858998574,0.11752122510869767
9.12,1.1416584671867291,0.057684915569754525
11.28,1.037141227851824,0.5325181557859511
11.87,0.9946359464303588,0.19372328273855888
12.09,1.0258633931108014,0.1081542778458755
12.48,0.6504147193025941,0.06641334108773689
12.67,0.8801588681601181,0.043774747491368116
14.74,0.5632842478804386,0.6771494654016978
15.03,1.090971892756575,0.16995303285393715
15.21,0.9338503726078968,0.09724546707035708
15.47,0.9814562337165212,0.0782715892373047
16.1,0.8462473571151328,0.05923460949002801
16.8,0.9282247268551332,0.09636715282569874
17.04,0.7836399850862799,0.09156102876120376
18.01,0.8556531692211515,0.5636955994422701
18.82,0.970613448301803,0.326155150651141
19.03,0.7367702053384871,0.13673479682390033
19.33,0.7337013321230974,0.07837877469355836
22.19,0.888939603605547,0.5988176802481884
22.4,0.9088408294917018,0.2914032093981038
24.04,0.9614507225613242,0.5459577347846122
24.27,0.5137106469239834,0.06412301307704826
24.83,1.0030769935724226,0.035198303311282375
25.09,0.8644228853993681,0.020497499130915253
26.58,1.0879606822961898,0.6876652425914537
27.02,1.2385906225990881,0.18412880837560164
27.32,0.9560648455186364,0.09415574171155405
28.39,0.9118116867727823,0.5957185020617186
28.88,0.5505263267296299,0.07774598577041947
29.27,0.9638027091265668,0.07781006863788542
29.49,0.8238379352706378,0.08058352552742432
31.18,1.0567091822309909,0.4959561152367209
32.6,0.9206669851914935,0.08026948665773603
33.51,0.8851699533907371,0.5929983010159663
33.64,0.9799496016490031,0.06566581290927986
34.19,0.6635693771851943,0.03171544811594762
35.52,0.9045258094110651,0.6924024923505672
37.63,1.0690131072934945,0.546859560492186
38.25,0.7891965794045255,0.5599146945345533
38.56,0.9744902727487266,0.09239435714498379
38.86,0.9573189629055974,0.1506126987105456
39.0,0.8929151222402153,0.06545297717537213
39.51,0.7582422824432202,0.060978990789452236
41.15,0.8139329889951208,0.4367373793940199
41.34,0.6347149065597705,0.14727806470048277
42.15,0.8273905306545588,0.04576655000913754
43.0,0.6995563111043742,0.5157750016762147
43.55,0.7638284964138239,0.22257575851718758
44.69,1.0886855698196167,0.3131693611873205
45.1,1.0984689159029426,0.12263397860397496
46.1,0.891589334772418,0.040093889812154115
47.97,0.8189462420192475,0.43529480818054633
48.23,0.8534347733911176,0.11167160969539625
48.53,0.8799593904825902,0.1838797160679011
48.73,0.8992601283659031,0.12063287355278318
49.33,0.6084299063991148,0.0707568977498404
49.56,0.8705654878721814,0.059305115350712034
50.43,0.6309430952989497,0.5127053727662152
51.23,1.0502144246122198,0.28817665784945956
53.24,0.6789795096833254,0.6194864577225191
53.87,1.0470001787434178,0.2194486732581704
54.22,0.9485502434731466,0.12016301947052022
54.52,0.9352136574041204,0.12909058864566214
55.4,0.9856839254956005,0.10444004825536579
55.6,0.8081119260749047,0.0996141164263431
55.85,0.8751708301943202,0.05723683773417698
56.93,0.7496617749389054,0.4810858226047239
57.72,0.8169319857401868,0.21362764108981624
60.59,0.7975090880809952,0.39259332762485144
60.79,0.8441489882658229,0.3208186401291001
61.24,0.8610149804761945,0.2315671034375989
62.23,0.8352553785102599,0.13244811083332386
62.44,0.7396215710955263,0.10249645063246315
65.56,0.46527022011709174,0.3605201820409776
65.77,0.8820952382923827,0.15710456766853365
66.06,0.8728879502480582,0.09814057767365292
66.49,0.7573089768677987,0.08113736533667426
66.7,0.6318041805643853,0.08719846805367237
67.13,0.7578742959865137,0.08071308554042012
67.67,0.7095381867351853,0.050742155649402654
68.25,0.8092439408887193,0.09605798512482555
68.72,0.6534995478717858,0.11093325861665626
69.77,0.40027140430687846,0.35333627734807427
70.01,0.9811056085930758,0.20234695376284217
70.38,0.8184194235836069,0.06527525594609929
70.61,0.8760321624319408,0.12499568125907856
70.91,0.8261329285825527,0.09495125246134395
71.3,0.873326699760907,0.10259408408002724
71.55,0.678765723361021,0.0954820340715441
72.07,0.9430220293200029,0.07298121036524552
72.5,0.785246981754184,0.08881662526508405
72.77,0.4973013712598594,0.084102948074813
73.2,0.7027216262548613,0.08166225901059732
73.8,0.5674247739175944,0.08881662526508405
74.12,0.622761190173903,0.06527525594609929
74.33,0.7286707693150192,0.09005279185653059
74.61,0.5354858395709248,0.08037039675245095
76.3,0.8973433244119415,0.4878666808274845
76.85,0.9745836723421754,0.17318216548691212
77.92,0.83303934515506,0.07863594310097077
